Cancún	Mexico	0.005	0.022	0.127	33.71	192.189	438.325	679.91	993.405	1161.004
Cangzhou	China	136.517	168.239	207.319	255.493	314.842	438.646	497.419	562.352	657.233
CanTho	VietNam	45.716	64.891	92.1	184.729	226.038	438.554	850.639	1486.478	1901.886
CapeCoral	UnitedStatesofAmerica	16.929	34.518	70.368	142.536	222.774	333.676	536.609	797.389	913.323
CapeTown	SouthAfrica	618.051	803.346	1114.033	1609.474	2155.016	2715.179	3344.671	3859.5	4321.625
Caracas	Venezuela(BolivarianRepublicof)	693.867	1315.531	2060.234	2575.358	2766.966	2863.944	2900.895	2993.83	3346.811
Cardiff	UnitedKingdom	310.229	319.117	317.561	344.327	376.295	400.144	443.759	494.414	547.223
Cartagena	Colombia	106.547	177.378	274.248	401.866	561.203	736.892	962.799	1193.448	1372.243
Caruaru	Brazil	43.501	64.05	100.15	136.783	176.663	216.976	278.992	346.648	394.289
Caserta	Italy	262.597	285.983	305.664	341.35	370.602	393.416	411.431	427.626	448.06
Catania	Italy	365.352	435.374	497.966	547.801	560.471	568.494	577.986	587.408	610.991
CaxiasDoSul	Brazil	31.561	59.952	107.025	196.645	256.81	332.662	418.602	508.724	574.196
CebuCity	Philippines	178.256	254.141	348.978	492.075	611.978	721.059	868.875	1033.018	1277.799
Celaya	Mexico	34.553	58.969	81.863	142.805	408.312	500.059	603.003	717.273	826.137
Cenxi	China	3.123	7.021	15.782	35.481	79.754	190.662	330.968	528.658	638.309
Chandigarh	India	40.27	93.838	218.609	406.281	564.111	790.745	1009.587	1267.359	1595.437
Chandrapur	India	40.389	50.69	73.049	112.471	216.251	292.228	319.421	351.992	443.223
Changchun	China	764.622	1110.918	1254.799	1655.415	2192.32	2730.167	3386.544	4129.638	4742.114
Changde	China	88.806	107.662	140.272	191.775	275.233	454.195	616.44	807.121	951.881
Changge	China	3.095	5.797	10.858	20.34	38.11	153.689	276.135	455.381	552.467
Changji	China	8.768	16.819	32.257	61.878	118.675	227.649	301.213	384.865	457.026
Changning	China	3.125	7.11	16.174	36.803	83.723	206.902	327.967	484.677	581.656
Changsha	China	577.078	860.796	730.949	830.056	1089.378	2182.246	3155.126	4321.679	5013.202
Changshu	China	4.696	11.1	26.232	62.004	146.523	332.874	563.13	880.487	1054.373
Changwon	RepublicofKorea	89.784	132.989	231.989	604.338	923.509	1077.254	1059.501	1038.627	1089.769
Changyi	China	3.097	5.875	11.143	21.138	40.101	157.458	282.369	457.305	553.849
Changzhi	China	87.787	126.066	181.018	259.95	373.255	494.44	647.233	827	972.845
Changzhou,Jiangsu	China	149.237	220.761	326.528	469.103	729.893	1477.986	2234.966	2913.413	3380.623
Chaohu	China	2.411	6.429	17.141	45.714	121.878	325.029	402.25	480.978	566.126
Chaoyang	China	11.793	23.987	48.783	99.229	201.802	410.485	475.558	541.717	633.848
Chaozhou	China	98.714	107.789	126.938	157.229	333.62	691.239	1232.245	1426.533	1649.534
Charleroi	Belgium	412.9	416.832	420.8	437.988	407.745	392.126	392.712	397.232	422.624
Charleston-NorthCharleston	UnitedStatesofAmerica	121.15	161.534	230.479	330.058	394.665	426.142	551.953	687.227	776.074
Charlotte	UnitedStatesofAmerica	142.33	211.058	281.115	353.004	461.429	768.395	1265.072	1911.694	2165.939
Chattanooga	UnitedStatesofAmerica	168.607	205.583	225.253	301.401	298.035	344.398	382.101	419.665	471.777
Cheboksary	RussianFederation	58.99	114.619	219.932	321.849	418.82	436.645	453.251	463.073	477.356
Chelyabinsk	RussianFederation	572.873	711.124	881.371	1045.816	1129.314	1082.398	1128.229	1170.198	1187.421
Chengde	China	29.583	47.611	76.617	123.308	198.429	319.355	531.182	826.87	990.532
Chengdu	China	646.157	1580.303	1750	2150	2954.909	4222.276	6234.26	8765.741	10104.406
Chennai(Madras)	India	1491.293	1914.797	3056.689	4203.3	5338.056	6352.607	8522.504	11240.681	13920.944
Chenzhou	China	13.582	25.847	49.181	93.597	178.094	338.933	572.83	899.435	1077.198
Cheonan	RepublicofKorea	21.89	38.403	67.36	118.169	207.274	282.218	424.752	542.247	589.01
Cheongju	RepublicofKorea	71.689	91.409	139.908	248.441	467.461	581.593	665.118	721.102	768.105
Cherepovets	RussianFederation	52.598	101.218	192.312	271.807	308.807	311.569	312.296	310.329	321.458
Cherthala	India	7.092	28.244	36.303	40.237	122.777	236.138	437.113	748.897	975.124
Chicago	UnitedStatesofAmerica	4999.06	6183.153	7105.799	7216.19	7373.695	8315.244	8615.834	8871.239	9493.032
Chiclayo	Peru	53.58	90.751	166.735	267.242	373.291	463.277	549.015	644.777	757.745
Chifeng	China	111.503	144.133	186.299	240.817	345.099	676.897	894.266	1138.245	1333.243
Chihuahua	Mexico	87.475	193.104	286.541	412.832	555.747	701.673	853.957	1022.594	1172.964
Chimbote	Peru	15.035	52.891	134.868	209.357	254.667	299.227	348.647	404.245	477.335
Chişinău	RepublicofMoldova	159.364	223.279	352.071	519.1	654.352	608.135	663.594	744.227	764.115
Chita	RussianFederation	131.688	179.801	244.74	310.473	359.662	325.165	324.203	328.871	340.945
Chittagong	Bangladesh	288.853	359.898	723.324	1339.829	2022.825	3308.476	4106.06	5154.787	6718.801
Chitungwiza	Zimbabwe	38.645	61.569	98.08	156.261	248.923	312.294	349.406	400.301	522.502
Chizhou	China	3.11	6.42	13.253	27.361	56.482	169.501	284.318	438.474	528.93
Choloma	Honduras	2.743	4.428	7.525	17.129	45.432	114.475	288.363	625.523	850.484
ChonBuri	Thailand	26.868	32.616	39.561	47.199	93.807	186.475	370.614	654.667	796.26
Chongjin	Dem.People'sRepublicofKorea	158	182.627	302.964	509	547.951	596.543	618.839	655.008	746.249
Chongqing	China	1566.966	2275.158	2237.344	2961.4	4010.602	7862.976	11243.667	15232.821	17380.364
Christchurch	NewZealand	170.541	217.393	271.526	295.49	302.363	341.695	356.169	356.957	397.598
ChukyoM.M.A.(Nagoya)	Japan	2236.878	4296.736	6603.381	7777.328	8407.204	8740.191	9164.891	9491.468	9304.101
Chuxiong	China	6.886	13.659	27.086	53.725	106.541	211.32	327.228	477.062	571.914
Chuzhou	China	8.09	16.495	33.624	68.554	139.744	284.917	388.56	508.226	602.75
Cincinnati	UnitedStatesofAmerica	881.202	1086.137	1202.092	1230.89	1335.034	1506.172	1627.981	1743.215	1915.934
Cirebon	Indonesia	107.354	151.233	190.308	222.666	253.772	272.603	296.811	335.589	424.495
CiudadBolivar	Venezuela(BolivarianRepublicof)	33.48	65.923	104.424	180.347	242.046	297.93	354.34	418.647	486.401
CiudaddeGuatemala(GuatemalaCity)	Guatemala	361.264	604.81	917.137	1152.427	1448.143	1972.933	2583.587	3364.218	4650.489
CiudaddelEste	Paraguay	0.193	0.614	4.495	33.334	108.305	199.254	330.71	499.446	620.518
CiudaddeMexico(MexicoCity)	Mexico	3365.081	5479.184	8830.947	13027.62	15642.318	18457.027	20131.688	21868.073	23864.706
CiudaddePanama(PanamaCity)	Panama	170.735	282.895	455.341	613.255	848.639	1215.684	1504.133	1853.063	2221.467
CiudadGuayana	Venezuela(BolivarianRepublicof)	4.99	28.912	125.649	294.421	460.062	598.781	666.804	734.288	841.319
CiudadJuarez	Mexico	123.173	252.909	412.217	546.072	808.727	1222.793	1333.109	1457.361	1649.881
CiudadObregon	Mexico	31.148	68.187	116.144	165.927	221.19	252.085	299.159	363.239	422.983
CiudadVictoria	Mexico	31.917	50.963	85.671	140.511	196.72	250.885	305.669	367.5	427.489
Cixi	China	3.16	8.993	25.589	72.832	207.243	650.453	1043.987	1545.555	1828.772
Cleveland	UnitedStatesofAmerica	1392.412	1789.145	1954.422	1750.521	1680.13	1786.498	1780.524	1783.861	1948.003
Cluj-Napoca	Romania	127.963	167.436	213.17	276.851	321.252	319.716	323.667	334.984	358.8
Coatzacoalcos	Mexico	20.945	40.569	76.773	137.691	272.842	309.09	347.604	391.088	451.781
Cochabamba	Bolivia(PlurinationalStateof)	93.973	133.986	191.016	289.32	484.583	720.84	1042.197	1400.728	1703.163
Coimbatore	India	279.492	435.156	709.504	906.689	1087.707	1420.058	2095.301	2993.568	3782.486
Colima	Mexico	32.042	47.588	68.319	104.053	213.421	277.63	334.772	398.786	462.983
Colombo	SriLanka	400.022	484.952	554.267	585.715	614.1	643.911	686.06	729.661	844.884
ColoradoSprings	UnitedStatesofAmerica	52.817	102.017	206.312	278.549	355.444	468.242	561.96	657.411	738.622
Columbia,SouthCarolina	UnitedStatesofAmerica	121.706	164.213	243.314	311.968	330.381	423.349	553.463	694.367	784.57
Columbus,Ohio	UnitedStatesofAmerica	441.464	620.552	791.078	836.256	949.52	1138.513	1374.475	1611.667	1788.21
Comilla	Bangladesh	78.54	90.168	126.689	217.945	241.303	292.256	413.179	590.713	792.663
Como	Italy	258.119	294.173	352.188	386.689	397.027	407.324	441.732	476.752	500.367
Conakry	Guinea	31.339	112.158	387.584	657.796	894.559	1220.83	1665.606	2239.555	3133.801
Concepcion	Chile	167.559	255.885	341.089	447.738	551.151	648.259	757.164	867.064	955.141
Concord	UnitedStatesofAmerica	176.129	240.412	326.945	384.547	470.261	554.117	617.637	680.021	759.408
Cordoba	Argentina	429.249	605.309	809.794	1009.521	1200.168	1347.561	1459.268	1562.509	1718.192
Cordoba	Mexico	37.398	53.948	88.79	114.652	238.791	277.908	316.38	359.615	416.28
Cordoba	Spain	164.217	196.366	233.594	281.236	308.703	308.373	325.543	344.014	371.778
CorpusChristi	UnitedStatesofAmerica	124.084	178.185	213.587	246.428	270.578	294.549	320.75	347.122	390.749
Corrientes	Argentina	64.256	96.526	135.77	179.084	250.312	308.31	358.298	407.25	459.276
Cotabato	Philippines	17.29	28.53	47.069	77.665	127.64	165.237	274.095	424.399	543.007
Cotonou	Benin	20.174	73.08	163.372	337.106	503.649	642.413	675.34	726.404	979.379
Coventry-Bedworth	UnitedKingdom	302.854	352.253	375.464	353.725	332.774	338.202	358.346	384.627	425.854
CuautlaMorelos	Mexico	17.94	21.668	28.369	42.658	282.114	374.36	434.698	501.758	579.067
Cúcuta	Colombia	69.723	121.681	205.941	342.078	505.934	631.907	774.513	911.654	1046.933
Cuenca	Ecuador	39.418	55.611	86.651	136.888	192.575	265.195	327.327	397.914	482.8
Cuernavaca	Mexico	36.944	47.528	156.381	233.928	592.952	803.086	926.084	1060.913	1211.368
Cuiaba	Brazil	27.475	50.918	99.683	264.215	379.699	482.428	550.484	618.699	691.316
Culiacan	Mexico	49.148	85.402	172.087	305.537	419.397	544.888	677.143	839.657	968.769
Cumana	Venezuela(BolivarianRepublicof)	45.563	68.116	111.94	170.507	211.228	263.823	311.17	364.093	423.423
Curitiba	Brazil	157.548	378.588	650.523	1309.56	1829.37	2493.606	3118.137	3758.909	4115.999
Cusco	Peru	58.577	80.318	116.386	176.626	235.424	297.556	370.071	452.564	536.25
Cuttack	India	100.331	142.89	200.602	317.378	431.697	576.475	653.978	742.96	931.466
Daegu	RepublicofKorea	355.057	659.407	1048.262	1582.38	2203.235	2322.724	2279.292	2244.771	2327.543
Daejon	RepublicofKorea	131.475	223.946	400.397	640.557	1032.27	1353.803	1497.504	1627.016	1711.075
Dafeng	China	3.121	6.921	15.347	34.036	75.476	250.402	344.041	446.768	530.352
Dakar	Senegal	213.55	359.097	610.49	957.411	1404.728	2028.549	2929.109	4245.649	6045.685
Dali	China	9.265	17.906	34.6	66.87	129.211	249.719	362.655	501.066	597.367
Dalian	China	715.898	938.45	1176.959	1423.77	1884.31	2833.27	3862.366	5073.094	5850.602
Dallas-FortWorth	UnitedStatesofAmerica	865.616	1447.207	2025.486	2467.657	3219.01	4167.517	5148.972	6130.007	6682.913
DaNang	VietNam	63.454	104.8	186.745	322.413	387.976	567.912	805.258	1089.352	1365.43
Dandong	China	132.852	188.914	268.606	381.954	543.06	679.111	772.51	877.69	1020.625
Danyang	China	3.5	7.94	18.009	40.857	92.679	325.227	494.048	696.878	829.018
Daqing	China	180.888	258.693	369.926	529.04	756.518	1081.914	1420.734	1813.744	2112.875
Darbhanga	India	83.675	101.694	129.64	172.92	215.3	263.306	303.305	351.505	444.68
Dar-el-Beida(Casablanca)	Morocco	625.435	966.796	1505.022	2109.059	2682.014	3134.389	3405.238	3735.965	4361.033
DaresSalaam	UnitedRepublicofTanzania	83.844	162.126	356.785	854.913	1473.87	2272.483	3869.675	6727.291	10759.575
Dashiqiao	China	3.136	7.644	18.631	45.421	110.705	258.838	312.459	367.297	433.08
Datong	China	200.618	358.246	431.922	565.225	917.322	1048.919	1350.571	1706.595	1987.673
Davangere	India	53.941	76.416	117.222	190.339	280.076	358.115	429.971	515.337	651.571
DavaoCity	Philippines	124.034	230.332	395.03	613.753	854.468	1151.596	1454.972	1795.963	2216.228
Daye	China	2.742	6.191	13.977	31.559	71.244	329.724	446.069	566.294	668.883
Dayton	UnitedStatesofAmerica	350.069	505.582	683.516	595.51	615.563	703.95	724.614	747.245	828.355
DaytonaBeach-PortOrange	UnitedStatesofAmerica	52.93	78.467	116.312	171.855	222.131	257.346	351.796	458.323	522.74
Dazhou	China	9.572	19.377	39.219	79.397	160.701	325.327	474.368	656.432	780.103
Dehradun	India	138.734	155.505	199.513	285.936	362.508	515.363	699.989	927.171	1176.503
DeirEl-Zor(Deirez-Zor)	SyrianArabRepublic	26.387	41.579	65.511	88.855	122.632	191.224	324.595	513.065	651.844
Delhi	India	1369.369	2282.962	3530.693	5558.481	9725.885	15732.304	21935.142	29347.622	36060.1
Dengfeng	China	3.08	5.222	8.854	15.013	25.463	145.656	286.769	497.281	605.439
Dengzhou	China	3.108	6.342	12.939	26.403	53.878	238.237	408.07	633.193	760.796
Denizli	Turkey	21.514	43.978	81.582	133.573	201.428	272.927	484.297	612.458	709.863
Denpasar	Indonesia	34.362	53.54	83.413	131.122	206.348	408.722	797.315	1438.493	1870.432
Denton-Lewisville	UnitedStatesofAmerica	1.371	3.608	9.49	24.935	63.327	301.317	368.004	437.216	494.785
Denver-Aurora	UnitedStatesofAmerica	504.709	808.934	1054	1355.967	1528.158	1993.749	2384.83	2771.079	3048.482
DeraGhazikhan	Pakistan	35.143	46.369	66.669	99.289	142.754	204.626	293.316	409.824	547.193
DesMoines	UnitedStatesofAmerica	200.87	241.47	256.101	267.82	295.372	372.302	452.259	534.654	603.049
Detroit	UnitedStatesofAmerica	2769.254	3547.879	3966.483	3806.506	3702.526	3899.075	3729.964	3606.425	3886.329
Dewas	India	27.52	34.086	50.324	80.846	157.113	225.523	285.097	355.615	452.892
Deyang	China	10.569	21.365	43.183	87.299	176.448	356.705	523.506	728.377	864.926
Dezhou	China	42.422	61.577	89.371	129.723	186.256	390.276	521.392	669.331	789.766
Dhaka	Bangladesh	335.76	507.921	1373.718	3265.663	6620.697	10284.947	14730.537	20988.559	27373.593
Dhanbad	India	70.608	187.688	409.801	658.099	805.085	1045.648	1186.101	1347.604	1679.921
Dhule	India	75.029	97.252	133.833	204.776	273.212	336.865	373.683	418.738	527.207
Dimashq(Damascus)	SyrianArabRepublic	414.409	580.464	913.609	1375.932	1690.913	2016.876	2400.692	2832.951	3450.513
Dindigul	India	76.653	91.899	125.375	161.43	181.192	195.646	284.532	407.527	524.984
Diwaniyah	Iraq	22.854	40.729	77.96	133.063	209.912	269.808	353.549	466.154	615.204
Diyarbakir	Turkey	70.479	125.295	166.402	235.252	369.244	542.212	825.605	988.013	1130.681
Djibouti	Djibouti	19.96	39.962	62	125.829	317.154	403.579	484.925	564.075	639.311
Dnipropetrovsk	Ukraine	536.11	684.018	872.318	1081.322	1162.345	1076.708	1003.32	910.051	821.44
Donetsk	Ukraine	585.297	720.713	885.717	1033.252	1097.06	1025.795	965.282	901.929	838.636
Donggang	China	4.172	9.228	20.406	45.135	99.81	220.765	288.52	363.39	431.26
Dongguan	China	91.558	98.868	113.95	137.169	552.613	3630.941	7118.368	7731.364	8700.622
Dongtai	China	3.14	7.852	19.632	49.101	122.772	334.466	484.104	660.215	783.492
Dongyang	China	3.135	7.624	18.535	45.072	109.585	350.559	452.484	557.658	657.012
Dongying	China	21.504	44.529	96.5	195.274	395.046	628.245	840.828	1088.566	1277.751
Dortmund	Germany	507.955	628.566	639.343	609.74	596.544	589.603	582.755	576.834	598.078
Douai-Lens	France	533.572	543.387	549.461	531.993	522.591	517.485	508.206	513.442	560.108
Douala	Cameroon	94.769	152.612	297.687	570.741	940.489	1490.263	2361.114	3502.73	4774.365
Dresden	Germany	494.2	501.437	508.778	516.229	495.979	477.237	521.301	573.105	600.041
Dubayy(Dubai)	UnitedArabEmirates	20	36.315	80.435	254.361	472.701	906.971	1777.855	2862.232	3470.592
Dublin	Ireland	626.131	661.202	771.083	903.491	916.371	988.539	1100.238	1259.684	1467.33
Duesseldorf	Germany	501.22	682.239	662.885	593.74	574.905	569.109	587.861	616.975	642.388
Duisburg	Germany	411.198	494.239	455.682	552.728	533.792	517.348	488.989	470.299	488.083
Dujiangyan	China	3.132	7.456	17.747	42.253	100.572	254.428	315.59	378.807	447.34
Durango	Mexico	59.67	97.582	153.882	258.499	350.499	429.482	519.777	646.889	749.212
Durban	SouthAfrica	483.99	677.313	855.528	1214.16	1722.961	2369.613	2738.863	2995.872	3349.433
Durgapur	India	7.673	37.523	183.429	303.32	417.09	488.223	575.059	680.938	857.695
Durg-Bhilainagar	India	19.996	117.555	234.248	467.969	670.343	905.446	1054.091	1223.237	1529.287
Durham	UnitedStatesofAmerica	73.63	85.01	101.889	158.334	207.09	289.15	349.242	411.234	465.404
Dushanbe	Tajikistan	144.841	239.983	379.289	506.228	587.22	565.066	720.561	947.615	1270.514
EastLondon	SouthAfrica	89.283	115.51	125.333	168.688	199.187	226.61	287.003	342.32	397.141
Edinburgh	UnitedKingdom	452.816	464.341	458.816	422.965	419.009	450.953	479.859	514.405	566.993
Edmonton	Canada	163.473	317.634	476.845	622.57	830.538	924.3	1137.346	1388.625	1546.963
EffonAlaiye	Nigeria	44.515	60.54	82.326	111.962	152.254	207.063	281.579	394.246	594.253
Eindhoven	Netherlands	153.807	220.384	265.317	283.359	286.735	304.056	327.904	348.475	377.425
Elazig	Turkey	44.712	91.847	107.849	149.792	203.159	264.745	327.94	393.596	457.281
ElDjazair(Algiers)	Algeria	516.45	871.636	1281.127	1621.442	1797.068	2140.577	2432.023	2835.218	3404.575
ElDjelfa	Algeria	10.45	18.448	32.563	57.488	101.274	176.441	298.71	484.437	612.107
Eldoret	Kenya	9.227	17.182	19.844	54.05	115.767	172.987	261.057	397.104	597.521
ElPaso	UnitedStatesofAmerica	139.346	278.489	339.978	456.752	573.399	677.728	806.579	936.184	1045.804
ElTigre-SanJosedeGuanipa	Venezuela(BolivarianRepublicof)	29.052	59.806	71.047	103.544	134.671	200.731	300.671	431.024	509.584
EnglishBazar	India	34.563	49.56	66.562	91.294	169.753	220.896	316.388	442.858	568.835
Enshi	China	8.197	14.97	27.336	49.925	91.166	166.501	313.346	540.045	656.464
Enugu	Nigeria	59.663	93.366	159	240	363	467	600	801.75	1200.584
Erduosi(Ordoss)	China	3.119	6.852	15.048	33.056	72.597	210.068	485.467	680.437	808.051
Erode	India	56.148	99.313	163.46	267.14	355.297	389.143	511.864	670.497	852.577
Erzurum	Turkey	49.634	81.122	132.569	188.579	242.614	356.814	375.729	391.22	448.647
Esfahan	Iran(IslamicRepublicof)	183.502	306.198	498.489	766.609	1090.312	1381.985	1714.147	2054.223	2364.039
Eskisehir	Turkey	123.37	210.771	250.813	308.374	410.08	480.475	621.438	773.518	893.867
Eslamshahr	Iran(IslamicRepublicof)	1.033	4.511	19.686	85.949	226.336	296.515	380.479	452.4	530.298
Essen	Germany	611.66	721.021	697.957	649.954	625.704	597.375	576.442	564.179	584.578
Ezhou	China	3.112	8.707	24.354	68.14	190.596	533.272	605.768	672.294	782.662
Faisalabad	Pakistan	167.958	403.94	725.99	1079.022	1520.371	2141.681	3016.893	4141.533	5418.561
Faloojah	Iraq	12.93	24.894	47.369	75.197	119.359	184.891	268.075	384.133	511.661
Fangchenggang	China	3.117	6.725	14.507	31.302	67.53	176.289	274.971	400.361	480.945
Farrukhabad	India	79.555	93.57	109.535	156.836	205.133	240.149	287.07	344.706	437.591
Fayetteville	UnitedStatesofAmerica	34.98	48.571	162.544	216.449	242.571	277.165	311.179	345.304	389.628
Fayetteville-Springdale	UnitedStatesofAmerica	33.681	44.569	58.972	77.923	98.138	174.902	299.056	467.976	542.667
Feicheng	China	8.627	18.523	39.764	85.378	183.279	393.525	470.265	549.096	643.839
FeiraDeSantana	Brazil	26.559	60.755	125.422	224.781	333.87	430.865	509.907	590.668	662.286
Fengcheng	China	3.117	6.722	14.494	31.26	67.421	304.827	377.745	445.549	524.26
Fès	Morocco	164.588	280.274	368.961	510.258	685.451	868.336	1060.711	1305.162	1558.832
Firozabad	India	63.388	95.961	130.852	196.814	265.355	418.967	590.506	803.121	1022.992
Flint	UnitedStatesofAmerica	199.315	278.981	330.173	331.783	326.944	364.873	355.999	352.102	393.005
Florence	Italy	564.582	630.669	720.999	752.208	726.692	682.948	692.62	708.713	735.339
Florianopolis	Brazil	67.63	97.227	150.102	325.902	502.629	733.915	1010.091	1321.405	1480.573
Fortaleza	Brazil	263.818	499.873	867.408	1487.814	2225.86	2875.488	3519.526	4169.191	4550.936
FortWayne	UnitedStatesofAmerica	141.179	180.585	225.459	236.769	249.336	288.373	314.162	340.134	383.008
Foshan	China	103.298	182.574	322.64	570.252	1007.947	3832.248	6653.209	7399.346	8353.315
Franca	Brazil	26.629	46.795	85.969	142.886	217.019	281.744	312.77	344.269	387.28
FrankfurtamMain	Germany	532.413	668.441	669.259	631.219	639.976	645.184	681.37	742.907	773.69
Freetown	SierraLeone	91.554	119.017	206.216	363.878	535.242	690.49	890.55	1130.449	1470.312
Fresno	UnitedStatesofAmerica	132.201	214.553	264.433	334.142	455.678	557.208	657.331	757.918	848.692
Fuan	China	3.115	6.652	14.203	30.331	64.767	219.203	322.129	442.597	528.197
Fuqing	China	27.811	34.904	43.802	54.971	69.012	356.276	467.283	575.891	678.223
Fushun,Liaoning	China	636.879	726.844	829.487	991.234	1288.977	1357.527	1320.171	1318.799	1507.924
Fuxin	China	171.687	234.789	321.056	439.057	600.141	667.003	747.403	841.262	977.934
Fuyang	China	16.102	32.463	65.432	131.911	265.883	566.041	772.214	1007.783	1184.928
Fuyang	China	3.132	7.45	17.719	42.151	100.25	259.096	410.039	604.14	722.855
Fuzhou,Fujian	China	301.109	406.631	549.086	741.509	1402.584	2008.54	2793.287	3738.637	4335.389
Fuzhou,Jiangxi	China	40.96	55.985	76.515	104.583	142.957	343.055	477.877	633.221	749.854
Gäncä	Azerbaijan	108.093	123.845	191.939	237.976	279.417	300.343	315.331	334.488	382.171
Ganzhou	China	21.709	37.242	63.879	109.585	187.966	322.456	592.886	1002.549	1207.294
Gaoan	China	3.108	6.328	12.881	26.227	53.399	179.155	290.962	435.235	523.598
Gaocheng	China	3.106	6.269	12.649	25.528	51.517	183.485	282.287	402.698	482.808
Gaomi	China	6.726	14.292	30.361	64.512	137.048	291.203	459.813	679.788	812.44
Gaoyou	China	3.126	7.185	16.508	37.939	87.172	218.373	336.33	484.88	580.573
Gaozhou	China	3.134	7.565	18.258	44.074	106.366	198.186	327.706	505.905	609.254
Gaya	India	131.585	149.881	177.565	241.876	291.01	386.617	465.302	556.963	703.593
Gaza(incl.AshShatiCamp)	StateofPalestine	63.444	91.135	130.899	188.031	270.072	385.814	537.183	718.769	941.223
Gaziantep	Turkey	103.757	179.644	264.111	369.684	594.919	844.428	1296.193	1702.818	1955.173
Gboko	Nigeria	5.13	18.066	39	84	182	244	328	454.907	684.777
Gdańsk	Poland	186.189	281.668	360.466	444.254	458.139	461.403	460.644	464.763	485.301
Gebze	Turkey	4.433	7.192	15.937	50.327	153.919	251.471	507.708	683.84	795.67
GeneralSantosCity	Philippines	32.269	53.938	90.146	150.68	251.8	413.662	540.497	687.374	859.249
Genève	Switzerland	193.85	235.663	317.055	334.786	421.528	469.089	526.363	596.962	682.203
Genova(Genoa)	Italy	784.94	871.36	920.718	885.935	804.529	732.423	703.67	686.562	709.617
Gent	Belgium	362.075	363.917	358.342	370.161	384.542	402.458	424.245	447.386	476.873
Gimhae	RepublicofKorea	18.992	29.102	44.586	68.318	104.67	240.709	296.031	317.82	342.677
Glasgow	UnitedKingdom	1755.17	1798.312	1733.565	1727.625	1234.249	1180.16	1206.831	1254.287	1360.23
Goiânia	Brazil	53.389	148.42	374.837	736.68	1132.125	1634.532	2048.878	2476.864	2729.645
GoldCoast	Australia	28.378	48.738	83.695	143.746	247.056	377.186	514.885	663.21	774.964
Goma	DemocraticRepublicoftheCongo	5.123	15.781	48.6	68.082	110.505	197.914	354.604	609.303	885.428
Gombe	Nigeria	26.21	40.792	63.48	98.797	153.744	230.055	342	515.04	780.92
Gomel	Belarus	115.888	179.336	276.774	397.904	494.199	477.087	482.831	483.609	490.845
Gongyi	China	3.106	6.249	12.569	25.287	50.878	245.53	362.002	493.699	587.987
Gongzhuling	China	27.326	44.143	71.3	115.181	186.042	300.539	336.703	375.485	440.473
Gorakhpur	India	129.55	176.601	226.693	301.655	489.105	615.86	687.774	774.086	969.271
Gorgan	Iran(IslamicRepublicof)	16.254	32.769	62.342	104.3	156.394	216.932	314.021	438.687	522.122
Göteborg	Sweden	352.2	398.354	500.469	466.781	465.442	494.342	545.763	621.187	694.79
Goyang	RepublicofKorea	39.266	61.819	97.314	153.207	241.174	733.812	902.447	982.149	1041.396
GrandeSaoLuis	Brazil	119.785	157.559	263.164	445.442	672.39	1064.231	1303.803	1547.47	1714.4
GrandeVitoria	Brazil	84.772	171.404	339.26	716.456	1052.209	1314.26	1524.28	1731.67	1907.583
GrandRapids	UnitedStatesofAmerica	228.293	295.559	353.236	376.165	438.642	539.827	570.727	601.944	670.724
Greensboro	UnitedStatesofAmerica	84.229	123.982	152.681	171.017	196.066	268.897	312.993	357.701	404.509
Greenville	UnitedStatesofAmerica	102.27	127.161	139.364	184.162	189.123	304.318	403.314	512.114	581.793
Grenoble	France	156.273	237.378	350.658	434.612	451.051	484.789	496.951	520.01	569
Grodno	Belarus	64.669	78.966	134.645	204.462	274.165	305.284	329.139	347.608	356.705
Guadalajara	Mexico	403.405	870.064	1506.348	2269.436	3022.748	3723.804	4441.523	5210.168	5836.861
Guang'an	China	3.109	6.389	13.126	26.971	55.42	195.953	312.825	460.45	552.727
Guangyuan	China	119.59	140.128	164.186	192.382	225.411	264.122	376.489	519.314	618.754
Guangzhou,Guangdong	China	1049.031	1271.981	1542.233	1870.003	3072.144	7330.099	9620.379	15174.267	17574.395
Guarenas-Guatire	Venezuela(BolivarianRepublicof)	9.323	22.161	47.041	122.661	209.161	294.098	351.389	410.184	476.167
Guayaquil	Ecuador	258.375	456.225	719.032	1119.663	1571.615	2077.375	2492.304	2952.645	3493.183
Guigang	China	24.18	31.764	41.724	54.811	72.029	452.726	651.953	864.236	1019.541
Guilin	China	125.768	202.521	295.539	403.947	561.429	804.846	958.19	1126.568	1310.13
Guiping	China	3.109	6.387	13.12	26.956	66.965	264.612	497.927	838.924	1012.136
Guiyang	China	249.496	424.606	702.266	808.904	1080.013	1860.321	2495.945	3224.6	3733.956
Gujranwala	Pakistan	117.88	190.586	320.996	577.32	847.804	1225.684	1771.985	2486.702	3273.549
Gujrat	Pakistan	45.664	58.771	91.048	149.872	201.602	267.071	353.802	463.323	614.324
Gulbarga	India	75.333	95.602	141.261	215.2	303.963	425.978	533.821	660.117	835.053
Gumi	RepublicofKorea	13.733	26.879	52.597	102.942	201.44	262.452	338.833	385.913	417.071
Guntur	India	121.928	182.198	262.722	360.167	463.347	511.685	661.965	853.672	1081.425
Guwahati(Gauhati)	India	42.504	126.31	194.705	329.427	563.804	796.795	957.449	1140.298	1429.977
